species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,40559,35018,34857,29245,32861,32677,36061
Bacillus velezensis,216,220,139,181,272,114,354
Bacillus amyloliquefaciens,27,NA,16,18,89,39,154
Bacillus siamensis,3,NA,NA,NA,3,4,NA
Bacillus subtilis,4060,3884,6191,2132,1169,3259,2645
Bacillus inaquosorum,140,174,150,109,120,113,131
Bacillus halotolerans,65,61,48,48,41,66,68
Bacillus mojavensis,20,26,14,11,15,36,19
Bacillus vallismortis,132,174,161,55,119,118,111
Bacillus tequilensis,35,27,41,33,29,27,39
Bacillus atrophaeus,30,26,26,20,27,31,29
Bacillus stercoris,24,32,12,9,13,25,26
Bacillus paralicheniformis,7,5,2,6,1728,NA,3
Bacillus sp. PPSBB_11,49,117,9,54,182,38,116
Bacillus sp. PS196,34,13,NA,NA,NA,17,NA
Bacillus sp. DX3.1,3,NA,NA,NA,NA,1,NA
Bacillus sp. FSL R5-0523,10,3,11,NA,6,14,NA
Bacillus sp. T3,2,NA,1,NA,1,2,NA
Bacillus sp. SG20032,15,18,25,NA,NA,24,NA
Bacillus sp. 1NLA3E,1,NA,NA,NA,NA,2,NA
Bacillus sp. FSL M8-0071,12,29,NA,NA,12,19,NA
Bacillus sp. FSL K6-1012,5,6,NA,8,5,NA,NA
Bacillus sp. OxB-1,1,NA,NA,NA,1,NA,NA
Bacillus sp. JS,4,9,10,6,4,19,26
Bacillus sp. SCS-153A,1,NA,NA,NA,NA,NA,NA
Bacillus sp. MD-5,4,9,6,NA,4,NA,9
Bacillus sp. NEB1478,1,NA,NA,NA,NA,NA,NA
Bacillus sp. MBGLi79,4,10,22,6,4,13,17
Bacillus sp. HNA3,197,NA,153,NA,NA,NA,815
Bacillus sp. Cs-700,1,1,NA,NA,NA,NA,NA
Bacillus sp. FSL R5-0560,3,3,2,4,NA,4,NA
Bacillus sp. FSL K6-1003,3,NA,NA,NA,NA,4,3
Bacillus cereus,163,235,154,135,292,128,278
Bacillus thuringiensis,5,6,1,361,5,4,NA
Bacillus albus,6,NA,NA,NA,NA,NA,NA
Bacillus mycoides,1,8,4,3,3,3,1
Bacillus rugosus,56,59,60,37,35,56,48
Bacillus cabrialesii,38,30,30,15,29,35,33
Bacillus pumilus,6,4,4,1,4,NA,8
Bacillus swezeyi,3,2,NA,2,1,3,2
Bacillus fonticola,3,1,NA,1,2,NA,NA
Bacillus safensis,3,8,6,NA,NA,NA,NA
Bacillus gobiensis,1,NA,1,NA,1,1,3
Heyndrickxia coagulans,2,NA,NA,1,1,NA,NA
Priestia koreensis,1,NA,NA,NA,NA,NA,NA
Priestia megaterium,1,NA,NA,3,2,1,6
Rossellomorea sp. FM04394,1,NA,1,NA,NA,1,1
Rossellomorea marisflavi,1,NA,1,NA,NA,NA,NA
Peribacillus frigoritolerans,1,NA,2,NA,NA,NA,NA
Niallia sp. RD1,1,1,1,NA,NA,NA,NA
Ornithinibacillus sp. FSL M8-0202,1,NA,NA,NA,NA,NA,NA
Halalkalibacter krulwichiae,1,NA,NA,NA,NA,NA,1
Cytobacillus kochii,1,NA,NA,NA,NA,NA,NA
Neobacillus sp. DY30,1,NA,NA,1,1,NA,NA
Virgibacillus sp. SK37,1,NA,NA,NA,NA,NA,NA
Staphylococcus aureus,23994,10754,24718,24172,34855,35836,36756
Staphylococcus sp. MZ8,212,92,267,230,610,94,622
Staphylococcus sp. MZ9,306,200,386,NA,885,1228,450
Staphylococcus argenteus,39,22,43,42,53,61,33
Staphylococcus schweitzeri,20,14,28,19,31,38,40
Staphylococcus epidermidis,11,7,10,8,19,14,8
Staphylococcus simiae,11,9,16,9,16,18,13
Staphylococcus hominis,8,6,2,3,7,8,10
Staphylococcus lugdunensis,7,3,1,3,8,4,8
Staphylococcus arlettae,5,3,1,2,4,5,4
Staphylococcus warneri,6,3,5,1,2,7,3
Staphylococcus saccharolyticus,5,5,3,3,5,4,1
Staphylococcus simulans,4,5,3,2,6,6,7
Staphylococcus piscifermentans,3,3,1,1,NA,3,3
Staphylococcus pasteuri,3,4,4,2,6,19,7
Staphylococcus capitis,3,5,8,5,11,9,1
Staphylococcus saprophyticus,5,NA,6,2,14,18,12
Staphylococcus agnetis,3,4,1,3,4,2,4
Staphylococcus caprae,3,3,3,1,4,5,NA
Staphylococcus haemolyticus,3,4,3,4,6,4,6
Staphylococcus ratti,2,1,1,1,NA,NA,1
Staphylococcus lloydii,2,1,1,1,NA,NA,2
Staphylococcus edaphicus,2,NA,NA,1,1,1,NA
Staphylococcus devriesei,2,2,2,3,2,4,2
Staphylococcus chromogenes,2,1,4,1,4,5,1
Staphylococcus cohnii,1,NA,NA,3,3,NA,NA
Staphylococcus pseudoxylosus,1,1,NA,NA,NA,NA,1
Staphylococcus pettenkoferi,1,NA,1,NA,2,2,3
Staphylococcus casei,1,1,3,NA,3,NA,NA
Staphylococcus nepalensis,1,1,NA,NA,NA,2,2
Staphylococcus schleiferi,1,NA,NA,NA,NA,NA,NA
Staphylococcus debuckii,1,NA,NA,NA,NA,1,NA
Staphylococcus massiliensis,1,1,1,1,2,1,1
Staphylococcus shinii,1,1,1,NA,NA,2,NA
Staphylococcus xylosus,1,NA,NA,3,1,1,1
Staphylococcus equorum,2,NA,7,2,NA,2,NA
Mammaliicoccus vitulinus,1,NA,NA,1,NA,NA,NA
Listeria monocytogenes,22928,19709,24044,26082,36834,36612,38792
Listeria sp. LM90SB2,534,NA,470,647,NA,538,NA
Listeria innocua,323,155,249,337,302,435,390
Listeria welshimeri,56,34,54,29,64,55,56
Listeria swaminathanii,55,37,75,76,83,79,68
Listeria seeligeri,36,21,31,20,40,37,28
Listeria ivanovii,24,22,102,28,121,90,169
Listeria weihenstephanensis,3,3,4,NA,7,2,5
Listeria grayi,3,1,NA,2,3,3,1
Listeria newyorkensis,2,2,4,2,5,4,5
Paenibacillus sp. FSL W8-0194,11,12,8,4,4,4,8
Paenibacillus guangzhouensis,1,NA,NA,NA,NA,NA,NA
Paenibacillus polymyxa,1,NA,NA,NA,NA,1,2
Cohnella abietis,1,NA,NA,NA,NA,NA,NA
Sporosarcina sp. Te-1,2,NA,NA,NA,NA,1,NA
Fodinisporobacter ferrooxydans,1,NA,NA,NA,NA,NA,NA
Enterococcus faecalis,34209,29170,35646,31097,35556,36446,38165
