species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,26135,18412,20613,15286,20487,17939,19392
Bacillus subtilis,1285,1121,1056,NA,NA,NA,NA
Bacillus inaquosorum,85,NA,NA,NA,NA,NA,NA
Staphylococcus aureus,15035,9716,13885,11179,20174,19070,18856
Listeria monocytogenes,14298,9665,13012,12247,20408,18486,18957
Enterococcus faecalis,20834,14244,19181,14349,19341,18292,18765
Limosilactobacillus fermentum,10290,6097,7937,9267,13940,11724,13642
Salmonella enterica,34872,22414,24767,17656,22284,20245,21904
Escherichia coli,23005,20144,16641,11673,15907,11937,14883
Pseudomonas aeruginosa,13266,9804,8124,8015,13738,10831,13808
Pseudomonas sp. CIP-10,362,NA,NA,NA,NA,NA,NA
