species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Cryptococcus neoformans,8072,6215,9209,6702,5247,4838,5575
Cryptococcus gattii VGI,75,43,54,45,NA,NA,40
Cryptococcus gattii VGII,36,32,60,NA,NA,NA,NA
Saccharomyces cerevisiae,5771,6481,5896,4804,5247,5190,5599
Coccidioides posadasii,39,NA,NA,NA,NA,NA,NA
Neurospora crassa,37,NA,NA,NA,NA,NA,NA
Rhizophagus irregularis,37,20,41,36,40,26,42
Toxoplasma gondii,56,NA,NA,NA,NA,NA,NA
Aphanomyces invadans,26,NA,24,NA,31,NA,NA
Trichomonas vaginalis,33,NA,NA,NA,NA,NA,NA
Naegleria fowleri,22,23,NA,NA,23,NA,NA
