species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,37821,31890,27345,25498,30742,28738,32478
Bacillus subtilis,2527,2925,8922,2077,2509,2726,1878
Bacillus inaquosorum,118,115,93,68,95,75,94
Bacillus vallismortis,86,78,82,NA,60,69,64
Bacillus rugosus,49,NA,34,NA,NA,44,41
Bacillus cabrialesii,28,NA,NA,NA,NA,NA,NA
Staphylococcus aureus,21910,16877,22327,20579,31844,32094,32834
Listeria monocytogenes,20929,16993,20941,22078,32173,31389,32826
Listeria innocua,128,44,217,321,138,422,312
Enterococcus faecalis,30682,24903,31126,26347,31166,31543,32782
Limosilactobacillus fermentum,15031,11475,13641,16487,23520,21409,25355
Actinomyces oris,27,NA,22,NA,NA,NA,NA
Salmonella enterica,51687,41415,41940,32397,38023,36930,41696
Salmonella bongori,27,NA,NA,NA,NA,NA,NA
Escherichia coli,30726,34824,29339,20020,25987,21674,25989
Escherichia albertii,32,55,NA,NA,NA,NA,NA
Shigella flexneri,2954,2455,NA,NA,NA,NA,NA
Shigella dysenteriae,192,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,19263,18251,13943,13158,23225,20398,25459
Pseudomonas sp. CIP-10,526,NA,408,428,NA,NA,272
Neptuniibacter halophilus,21,47,NA,41,101,37,45
Burkholderia multivorans,21,20,NA,NA,NA,NA,NA
Homo sapiens,56,45,53,37,77,55,64
