species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,25345,18244,20428,15016,19586,16743,19061
Bacillus subtilis,1380,1705,1196,662,730,1535,750
Bacillus inaquosorum,72,42,50,48,57,31,42
Bacillus vallismortis,31,31,25,NA,36,25,29
Bacillus rugosus,28,NA,27,NA,NA,NA,NA
Bacillus cabrialesii,22,NA,18,NA,NA,NA,NA
Staphylococcus aureus,14588,10060,13860,11807,19943,18992,19183
Staphylococcus argenteus,16,NA,15,NA,NA,NA,NA
Listeria monocytogenes,13826,9487,12954,12409,19952,18478,18960
Listeria innocua,54,43,78,71,40,73,80
Enterococcus faecalis,20356,14431,19125,14801,19323,18575,19045
Limosilactobacillus fermentum,10094,6337,8031,9618,14073,12165,14078
Actinomyces oris,15,NA,13,NA,11,NA,NA
Salmonella enterica,34602,24519,26203,18216,24072,22103,24662
Salmonella bongori,17,NA,15,NA,NA,NA,NA
Escherichia coli,20507,19150,15665,11616,13957,10757,12943
Escherichia albertii,13,NA,14,NA,NA,NA,NA
Shigella flexneri,1590,NA,NA,NA,NA,NA,NA
Shigella dysenteriae,122,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,12994,10096,8183,8065,13621,11009,14290
Cryptococcus neoformans,4365,2581,3930,2861,2468,2080,2352
Cryptococcus tetragattii,24,NA,21,NA,NA,NA,NA
Saccharomyces cerevisiae,3113,2849,2806,1974,2520,2257,2425
Saccharomyces paradoxus,18,13,25,11,18,10,20
Juglans regia,20,25,NA,NA,18,NA,NA
