species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Jeotgalibaca sp. MA1X17-3,1,NA,NA,NA,NA,NA,NA
Clostridioides difficile,4,NA,NA,NA,NA,NA,NA
Clostridium estertheticum,1,NA,NA,NA,NA,1,NA
Clostridium baratii,1,NA,NA,NA,NA,NA,NA
Clostridium perfringens,1,NA,NA,NA,NA,NA,NA
Oceanirhabdus sp. W0125-5,1,NA,NA,NA,NA,NA,NA
Anaerostipes hadrus,1,NA,NA,NA,NA,NA,NA
Hungatella hathewayi,1,NA,NA,NA,NA,NA,NA
Natroniella sp. ANB-PHB2,1,NA,NA,NA,NA,NA,NA
Halobacteroides halobius,1,1,NA,NA,1,NA,NA
Phascolarctobacterium sp. Marseille-Q4147,1,1,NA,NA,NA,NA,NA
Actinomyces oris,26,18,21,9,22,14,14
Corynebacterium kroppenstedtii,1,NA,NA,NA,NA,NA,NA
Corynebacterium guangdongense,1,NA,NA,NA,NA,NA,NA
Corynebacterium kefirresidentii,1,NA,NA,NA,NA,NA,NA
Corynebacterium timonense,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium moriokaense,1,NA,NA,1,NA,NA,NA
Mycolicibacterium pallens,1,NA,NA,NA,NA,NA,NA
Tsukamurella tyrosinosolvens,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00191,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. SirexAA-E,1,NA,NA,NA,NA,NA,NA
Streptomyces anulatus,1,NA,NA,NA,NA,NA,NA
Streptomyces longhuiensis,1,NA,NA,NA,NA,NA,NA
Aeromicrobium choanae,1,NA,NA,NA,NA,NA,NA
Pimelobacter simplex,1,NA,NA,NA,NA,1,NA
Microlunatus sagamiharensis,1,NA,NA,NA,NA,NA,NA
Saccharopolyspora gloriosae,1,NA,NA,NA,NA,NA,NA
Lentzea sp. JNUCC 0626,1,NA,NA,NA,NA,NA,NA
Actinoalloteichus hoggarensis,1,NA,NA,NA,NA,NA,NA
Streptosporangium sp. 'caverna',1,1,NA,NA,NA,NA,NA
Rathayibacter tanaceti,1,NA,NA,NA,NA,NA,NA
Halomicronema hongdechloris,1,NA,NA,NA,NA,NA,NA
Salmonella enterica,51494,40948,41533,31741,37638,35533,40916
Salmonella sp. HY31,10,NA,NA,NA,7,7,NA
Salmonella sp. SSDFZ54,77,NA,NA,NA,NA,NA,NA
Salmonella bongori,27,769,18,6,9,877,9
Escherichia coli,30486,34260,28483,18881,25051,19722,25299
Escherichia sp. E4742,22,11,19,7,7,5,6
Escherichia sp. F1,27,NA,14,NA,30,NA,17
Escherichia sp. KS167_9B,27,NA,NA,NA,24,NA,29
Escherichia albertii,31,54,21,20,16,12,19
Escherichia fergusonii,26,27,24,93,15,20,16
Escherichia marmotae,16,10,10,6,2,12,5
Shigella flexneri,2930,2413,956,1228,972,2072,351
Shigella dysenteriae,191,111,142,169,53,71,85
Shigella boydii,203,131,77,116,196,171,258
Shigella sonnei,28,14,14,52,33,73,38
Klebsiella pneumoniae,63,48,45,105,18,46,39
Klebsiella sp. P1CD1,3,NA,NA,NA,NA,NA,NA
Klebsiella michiganensis,1,1,1,NA,NA,1,4
Klebsiella oxytoca,1,1,NA,1,1,1,1
Klebsiella aerogenes,1,1,3,1,2,1,1
Citrobacter portucalensis,8,11,4,3,NA,3,NA
Citrobacter werkmanii,6,2,1,NA,4,4,NA
Citrobacter braakii,14,6,9,5,5,NA,6
Citrobacter freundii complex sp. CFNIH2,1,NA,NA,NA,1,NA,1
Citrobacter cronae,6,NA,NA,NA,NA,NA,NA
Citrobacter freundii,4,6,15,11,5,10,6
Citrobacter sp. R56,2,2,3,2,1,NA,NA
Citrobacter sp. RHB35-C17,5,NA,NA,NA,NA,NA,NA
Citrobacter sp. RHB25-C09,1,1,NA,1,2,1,1
Citrobacter enshiensis,2,1,NA,1,1,1,NA
Citrobacter tructae,1,NA,3,1,NA,NA,2
Citrobacter pasteurii,3,NA,NA,NA,NA,NA,NA
Citrobacter koseri,1,NA,1,3,1,3,2
Enterobacter asburiae,10,NA,6,NA,5,7,2
Enterobacter cloacae complex sp.,2,NA,NA,NA,NA,NA,NA
Enterobacter cloacae complex sp. Mu1197,1,NA,NA,NA,NA,NA,NA
Enterobacter cloacae,5,7,3,NA,3,1,3
Enterobacter roggenkampii,1,NA,NA,1,NA,NA,NA
Enterobacter ludwigii,2,NA,NA,NA,3,2,NA
Enterobacter kobei,2,NA,NA,NA,NA,2,NA
Enterobacter hormaechei,3,16,11,NA,10,NA,15
Enterobacter sp. 638,4,2,2,NA,2,NA,2
Enterobacter sp. ECC-175,1,NA,NA,NA,NA,NA,NA
Enterobacter mori,2,1,1,NA,NA,NA,NA
Enterobacter huaxiensis,1,1,NA,NA,1,NA,NA
Enterobacter soli,1,1,1,1,NA,NA,NA
Enterobacter bugandensis,1,1,NA,NA,NA,NA,NA
Leclercia adecarboxylata,6,1,3,3,NA,NA,NA
Leclercia sp. W17,2,NA,NA,NA,NA,NA,NA
Leclercia pneumoniae,1,1,NA,NA,NA,NA,NA
Kluyvera ascorbata,4,NA,3,NA,1,NA,NA
Kluyvera sichuanensis,1,NA,NA,NA,NA,NA,NA
Kluyvera intermedia,1,1,NA,NA,NA,1,1
Kluyvera cryocrescens,1,NA,NA,NA,NA,NA,1
Kosakonia sacchari,3,1,NA,NA,NA,NA,1
Kosakonia oryzendophytica,1,1,NA,NA,NA,NA,NA
Kosakonia cowanii,1,3,4,NA,NA,NA,NA
Yokenella regensburgei,4,NA,1,NA,4,NA,2
Buttiauxella sp. WJP83,2,NA,NA,NA,1,NA,NA
Buttiauxella selenatireducens,1,NA,NA,NA,1,NA,NA
Cronobacter turicensis,1,NA,NA,NA,NA,NA,NA
Cronobacter sakazakii,1,2,3,NA,NA,NA,NA
Phytobacter ursingii,2,NA,NA,NA,1,NA,1
Pseudocitrobacter corydidari,2,2,NA,NA,1,NA,NA
Cedecea neteri,2,2,1,3,2,NA,NA
Pseudescherichia vulneris,1,1,1,NA,NA,1,2
Lelliottia sp. JS-SCA-14,1,NA,NA,1,NA,1,2
Trabulsiella odontotermitis,1,1,NA,NA,NA,NA,NA
[Enterobacter] lignolyticus,1,NA,NA,NA,NA,NA,1
Superficieibacter sp. BNK-5,1,1,2,NA,2,NA,NA
Siccibacter colletis,1,NA,NA,NA,1,NA,NA
Scandinavium goeteborgense,1,2,1,NA,NA,NA,1
Atlantibacter hermannii,1,1,NA,1,NA,NA,1
Mangrovibacter phragmitis,1,NA,NA,NA,NA,NA,NA
Shimwellia blattae,1,1,NA,NA,NA,NA,NA
Jejubacter calystegiae,1,NA,2,NA,1,1,1
secondary endosymbiont of Trabutina mannipara,1,NA,NA,NA,NA,NA,NA
Erwinia sp. HDF1-3R,1,NA,NA,NA,NA,NA,1
Erwinia sorbitola,1,NA,NA,NA,NA,NA,NA
Erwinia pyrifoliae,1,NA,NA,1,1,NA,NA
Pantoea sp. SOD02,2,NA,NA,NA,NA,NA,1
Paramixta manurensis,1,NA,NA,NA,NA,NA,NA
Serratia plymuthica,1,NA,NA,NA,NA,NA,NA
Serratia marcescens,2,NA,1,NA,NA,NA,NA
Yersinia ruckeri,1,NA,NA,NA,NA,NA,NA
Pectobacterium versatile,1,NA,NA,NA,NA,NA,NA
Pectobacterium brasiliense,1,NA,NA,NA,1,1,NA
Gallaecimonas sp. GXIMD4217,1,NA,NA,NA,NA,NA,NA
Gallaecimonas mangrovi,1,NA,NA,NA,NA,NA,NA
Arsenophonus endosymbiont of Crataerina pallida,1,NA,NA,NA,NA,NA,NA
Limnobaculum zhutongyuii,1,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,19226,18023,13917,13132,22934,20181,25406
Pseudomonas citronellolis,4,NA,NA,NA,2,2,NA
Pseudomonas paraeruginosa,9,NA,8,5,NA,NA,NA
Pseudomonas sp. CIP-10,525,178,408,427,226,186,271
Pseudomonas sp. 7SR1,2,NA,NA,NA,1,NA,NA
Pseudomonas sp. PLMAX,2,NA,NA,NA,NA,NA,NA
Pseudomonas sp. NY8938,14,NA,NA,NA,NA,NA,NA
Pseudomonas sp. TUM22785,2,NA,NA,NA,NA,NA,NA
Pseudomonas sp. FP2196,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. GCEP-101,1,NA,NA,NA,NA,1,1
Pseudomonas sp. MH9.3,1,NA,NA,NA,NA,NA,NA
Pseudomonas fluorescens,3,1,NA,NA,1,3,NA
Pseudomonas trivialis,1,NA,1,NA,1,3,NA
Pseudomonas cremoricolorata,2,NA,NA,NA,NA,NA,1
Pseudomonas oryzihabitans,1,NA,NA,NA,NA,NA,NA
Pseudomonas knackmussii,2,NA,NA,NA,NA,NA,NA
Pseudomonas canadensis,1,NA,NA,NA,NA,NA,NA
Pseudomonas grandcourensis,1,NA,NA,NA,NA,NA,NA
Pseudomonas monachiensis,1,NA,NA,NA,NA,NA,NA
Pseudomonas kielensis,1,NA,NA,NA,NA,NA,NA
Pseudomonas abieticivorans,1,NA,NA,NA,NA,NA,NA
Pseudomonas extremaustralis,1,NA,NA,NA,NA,NA,NA
Pseudomonas triclosanedens,1,NA,NA,NA,NA,2,NA
Pseudomonas simiae,1,NA,NA,NA,NA,NA,NA
Pseudomonas entomophila,1,1,1,NA,NA,NA,NA
Pseudomonas denitrificans (nom. rej.),1,NA,NA,NA,NA,NA,NA
Halopseudomonas nanhaiensis,1,NA,NA,NA,NA,NA,NA
Aquipseudomonas campi,1,NA,NA,NA,NA,NA,NA
Metapseudomonas otitidis,1,NA,NA,NA,NA,NA,NA
Stutzerimonas decontaminans,1,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,21,47,18,41,101,37,45
Aliamphritea ceti,1,NA,NA,NA,NA,NA,NA
Pseudoalteromonas phenolica,1,NA,NA,NA,NA,NA,NA
Pseudoalteromonas rubra,1,NA,NA,NA,NA,NA,NA
Shewanella algae,2,NA,NA,NA,NA,NA,NA
Vibrio anguillarum,2,1,2,3,NA,3,6
Vibrio sp. SS-MA-C1-2,1,NA,NA,NA,NA,NA,NA
Vibrio cholerae,1,NA,NA,NA,NA,NA,NA
Aeromonas sp. ASNIH4,1,NA,NA,NA,NA,NA,NA
Immundisolibacter cernigliae,1,NA,NA,NA,NA,NA,NA
Marichromatium purpuratum,1,NA,NA,NA,NA,NA,NA
Methylophaga pinxianii,1,NA,NA,NA,NA,NA,NA
Methylomonas sp. EFPC3,1,NA,NA,NA,NA,NA,NA
Simiduia litorea,1,NA,NA,NA,NA,NA,NA
Legionella cherrii,1,NA,1,2,NA,NA,1
Burkholderia multivorans,20,20,16,15,16,11,13
Paraburkholderia caledonica,1,NA,NA,NA,NA,NA,NA
Paraburkholderia caribensis,1,NA,NA,NA,NA,NA,NA
Mycetohabitans endofungorum,2,NA,NA,NA,NA,NA,NA
Ralstonia syzygii,1,NA,NA,NA,NA,1,NA
Pandoraea commovens,1,NA,NA,NA,NA,NA,NA
Caballeronia grimmiae,1,NA,NA,NA,NA,NA,NA
Achromobacter xylosoxidans,1,NA,NA,NA,NA,NA,NA
Roseateles sp. SL47,1,NA,NA,NA,NA,NA,NA
Massilia sp. PAMC28688,1,NA,NA,NA,NA,NA,NA
Methyloversatilis sp. RAC08,1,NA,NA,NA,NA,NA,NA
Methylophilus medardicus,1,NA,NA,NA,NA,NA,NA
Chitinivorax sp. PXF-14,1,NA,NA,NA,NA,NA,NA
Deefgea tanakiae,1,NA,1,1,2,NA,NA
Brucella pseudogrignonensis,2,NA,NA,NA,NA,NA,NA
Methylobacterium brachiatum,1,NA,NA,NA,NA,1,NA
Rhizobium leguminosarum,1,1,1,NA,NA,2,1
Aureimonas altamirensis,1,NA,NA,NA,NA,NA,NA
Tistrella bauzanensis,1,NA,NA,NA,NA,NA,NA
Sphingomonas abietis,1,NA,NA,NA,NA,NA,NA
Lichenicola cladoniae,1,NA,NA,NA,NA,NA,NA
Paracoccus saliphilus,1,NA,NA,NA,NA,NA,NA
Candidatus Gromoviella agglomerans,1,NA,NA,NA,NA,NA,NA
Anaplasma phagocytophilum,1,NA,NA,NA,NA,NA,NA
Sneathiella aquimaris,1,NA,NA,NA,NA,NA,NA
Phocaeicola vulgatus,1,NA,NA,1,2,2,1
Butyricimonas paravirosa,1,NA,NA,NA,NA,NA,NA
Labilibaculum antarcticum,1,NA,NA,NA,NA,NA,NA
Flavobacterium sp. M31R6,1,NA,NA,NA,NA,NA,NA
Flavobacterium pallidum,1,NA,NA,NA,NA,NA,NA
Tenacibaculum jejuense,1,NA,NA,1,2,NA,NA
Sphingobacterium sp. R2,2,NA,NA,NA,NA,NA,NA
Gaopeijia maritima,1,NA,NA,NA,NA,NA,NA
Fibrobacter succinogenes,1,NA,NA,NA,NA,NA,NA
Campylobacter hominis,4,2,5,2,2,4,3
Aliarcobacter lanthieri,1,NA,NA,NA,NA,NA,NA
Corallococcus coralloides,1,NA,NA,NA,NA,NA,NA
Vulgatibacter incomptus,1,NA,NA,NA,NA,NA,NA
Nannocystis punicea,1,NA,NA,NA,NA,NA,NA
Salidesulfovibrio onnuriiensis,1,NA,NA,NA,NA,NA,NA
Geotalea uraniireducens,1,NA,1,NA,NA,3,1
Horticoccus luteus,1,NA,NA,NA,NA,NA,NA
Saltatorellus ferox,1,NA,NA,NA,NA,NA,2
Homo sapiens,56,45,53,37,77,55,64
Halobiforma lacisalsi,1,NA,NA,NA,NA,NA,NA
Methanosphaera stadtmanae,1,NA,NA,1,NA,NA,NA
Tupanvirus deep ocean,1,NA,1,NA,NA,NA,NA
Theiavirus salishense,1,NA,NA,NA,NA,NA,NA
