species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Aliarcobacter faecis,3,NA,NA,NA,NA,NA,NA
Helicobacter pylori,1,NA,NA,NA,NA,NA,NA
Geotalea uraniireducens,1,NA,1,NA,NA,2,NA
Desulfomonile tiedjei,1,NA,NA,NA,NA,NA,NA
Luteitalea pratensis,1,NA,NA,NA,NA,NA,NA
Cryptococcus neoformans,7936,6071,8801,6573,5181,4749,5495
Cryptococcus tetragattii,38,34,52,24,18,11,13
Cryptococcus decagattii,7,1,5,1,9,3,5
Cryptococcus deuterogattii,4,1,5,1,2,1,2
Cryptococcus gattii,6,5,7,8,NA,9,NA
Cryptococcus bacillisporus,1,3,1,1,NA,NA,1
Kwoniella dejecticola,1,NA,1,1,1,NA,1
Puccinia striiformis,1,NA,1,NA,NA,NA,NA
Saccharomyces cerevisiae,5801,6559,5828,4845,5348,5257,5751
Saccharomyces paradoxus,29,46,55,30,39,36,49
Saccharomyces mikatae,7,5,11,9,8,10,5
Saccharomyces eubayanus,5,7,NA,5,9,3,6
Saccharomyces kudriavzevii,2,10,12,2,8,11,6
Eremothecium gossypii,1,1,NA,NA,NA,NA,NA
Naumovozyma castellii,1,NA,1,1,NA,NA,1
Scheffersomyces stipitis,1,NA,NA,NA,1,NA,NA
Fusarium verticillioides,1,NA,NA,NA,NA,NA,NA
Pyricularia oryzae,1,NA,NA,NA,NA,NA,NA
Rhizophagus irregularis,1,2,2,NA,NA,NA,NA
Homo sapiens,56,42,64,47,67,73,76
Juglans regia,24,40,16,17,30,23,20
Juglans microcarpa x Juglans regia,1,NA,3,NA,NA,NA,1
Quercus lobata,1,2,NA,3,NA,3,3
Glycine soja,3,NA,NA,3,NA,1,NA
Cajanus cajan,3,4,4,1,NA,2,NA
Phaseolus vulgaris,2,1,NA,NA,2,2,3
Pisum sativum,2,1,3,3,3,2,NA
Vicia villosa,1,1,NA,NA,7,2,3
Cicer arietinum,2,5,1,1,6,2,NA
Medicago truncatula,1,NA,NA,NA,NA,1,NA
Humulus lupulus,4,2,1,3,3,2,6
Rosa chinensis,3,NA,NA,NA,2,NA,1
Euphorbia lathyris,3,1,NA,1,4,2,4
Populus trichocarpa,1,1,NA,2,1,2,2
Gossypium raimondii,3,3,2,2,NA,2,3
Gossypium arboreum,1,3,2,NA,NA,NA,NA
Gossypium hirsutum,1,NA,2,NA,3,NA,NA
Brassica napus,2,1,NA,NA,NA,2,NA
Camelina sativa,1,NA,1,NA,NA,2,1
Eucalyptus grandis,1,1,1,NA,NA,NA,1
Punica granatum,1,1,3,NA,2,1,3
Vitis vinifera,1,1,NA,NA,NA,NA,NA
Solanum lycopersicum,4,NA,NA,2,NA,1,NA
Solanum dulcamara,3,2,NA,1,NA,1,1
Solanum stenotomum,1,NA,NA,1,NA,1,NA
Capsicum annuum,6,2,6,NA,1,NA,3
Lycium ferocissimum,2,NA,3,NA,NA,2,NA
Nicotiana tomentosiformis,1,2,2,2,1,3,1
Nicotiana sylvestris,1,NA,2,1,NA,NA,NA
Salvia splendens,2,NA,1,2,1,NA,1
Olea europaea,1,3,1,3,2,1,1
Rhododendron vialii,1,NA,NA,1,1,1,NA
Impatiens glandulifera,1,1,1,NA,2,3,2
Actinidia eriantha,1,1,3,NA,2,1,1
Diospyros lotus,1,NA,1,NA,1,NA,2
Rutidosis leptorrhynchoides,1,1,NA,NA,1,NA,3
Amaranthus tricolor,1,NA,1,1,3,2,NA
Beta vulgaris,1,NA,NA,NA,NA,NA,NA
Miscanthus floridulus,5,NA,2,4,5,3,NA
Zea mays,3,1,2,NA,1,2,NA
Panicum hallii,1,NA,NA,2,NA,1,1
Phragmites australis,1,NA,NA,NA,2,2,NA
Triticum dicoccoides,2,1,7,3,NA,NA,2
Triticum aestivum,1,2,1,3,3,NA,NA
Hordeum vulgare,2,NA,NA,1,NA,NA,NA
Brachypodium distachyon,1,NA,NA,NA,1,NA,NA
Oryza brachyantha,1,NA,NA,2,NA,1,NA
Musa acuminata,7,3,6,1,5,1,1
Phoenix dactylifera,1,1,NA,2,NA,3,NA
Elaeis guineensis,1,2,1,2,NA,1,1
Telopea speciosissima,4,2,2,1,2,1,2
Papaver somniferum,1,3,3,1,2,2,2
Magnolia sinica,1,1,1,NA,4,1,1
Nymphaea colorata,1,NA,NA,1,1,1,NA
Cryptomeria japonica,9,12,15,9,4,12,6
Plasmodium reichenowi,1,NA,NA,NA,NA,1,NA
Plasmodium cynomolgi,1,NA,NA,NA,NA,1,NA
Toxoplasma gondii,1,NA,NA,NA,1,NA,NA
Methanospirillum stamsii,1,NA,NA,NA,NA,1,1
