species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,6496,3487,4370,3044,3955,3298,3404
Staphylococcus aureus,3676,1875,2896,2198,4161,3614,3615
Listeria monocytogenes,3326,NA,2655,2272,4273,3479,3632
Enterococcus faecalis,4992,2636,3910,2764,3995,3557,3496
Limosilactobacillus fermentum,2443,1108,1570,1861,2599,2167,2397
Salmonella enterica,9503,4625,6151,3563,4723,3912,4509
Escherichia coli,4462,2625,2012,2230,2497,1820,1973
Pseudomonas aeruginosa,3340,1611,1487,1645,2511,1760,2337
Cryptococcus neoformans,997,403,669,539,429,367,395
Saccharomyces cerevisiae,677,464,521,335,466,369,391
