species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,29009,21745,23750,17051,21931,19702,21764
Bacillus subtilis,1577,1379,1310,1040,1630,1496,1175
Bacillus inaquosorum,91,70,78,47,66,52,58
Bacillus halotolerans,54,NA,49,NA,45,NA,NA
Bacillus vallismortis,63,49,58,30,54,47,39
Bacillus tequilensis,14,12,20,NA,NA,NA,14
Bacillus atrophaeus,12,NA,10,NA,12,NA,NA
Bacillus rugosus,36,20,24,15,19,33,18
Bacillus cabrialesii,15,NA,19,NA,17,NA,NA
Staphylococcus aureus,16815,11515,15986,13398,23116,22187,22168
Staphylococcus argenteus,17,NA,18,13,19,19,19
Staphylococcus schweitzeri,14,NA,NA,NA,NA,NA,16
Listeria monocytogenes,15902,11419,14914,14367,23388,21691,22102
Listeria innocua,106,34,160,239,111,322,348
Listeria swaminathanii,15,NA,23,18,24,14,17
Listeria seeligeri,15,NA,NA,NA,14,NA,NA
Listeria welshimeri,11,NA,13,NA,16,NA,20
Enterococcus faecalis,23278,16835,22050,17123,22337,21506,22130
Limosilactobacillus fermentum,11469,7359,9347,10968,16330,13986,16333
Actinomyces oris,24,14,18,NA,18,13,12
Salmonella enterica,38166,26426,28501,20578,26373,24232,26164
Salmonella bongori,24,NA,17,NA,NA,NA,NA
Escherichia coli,24084,22779,19217,12975,18218,14056,17786
Escherichia sp. E4742,24,NA,16,NA,NA,NA,NA
Escherichia albertii,30,43,18,14,NA,NA,14
Escherichia fergusonii,24,19,21,NA,NA,NA,NA
Escherichia marmotae,13,NA,NA,NA,NA,NA,NA
Shigella flexneri,2284,1685,743,1023,NA,NA,NA
Shigella dysenteriae,156,75,93,115,NA,NA,NA
Shigella boydii,166,NA,NA,NA,NA,NA,NA
Klebsiella pneumoniae,52,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,14797,11885,9398,9148,16035,13018,16489
Pseudomonas sp. CIP-10,373,NA,202,198,129,106,163
Burkholderia multivorans,19,10,12,10,13,NA,NA
Homo sapiens,13,12,12,NA,18,20,15
