species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,41605,36596,36420,30851,37073,35350,38513
Bacillus subtilis,4979,6472,7429,3752,2308,3424,3871
Bacillus inaquosorum,166,195,165,132,136,115,151
Bacillus vallismortis,164,188,164,NA,121,106,143
Bacillus rugosus,63,63,66,NA,NA,59,58
Staphylococcus aureus,24912,20556,26180,25618,37389,38432,39837
Listeria monocytogenes,24283,20506,25670,28076,37796,38500,40877
Listeria innocua,283,172,242,362,377,521,356
Listeria welshimeri,58,NA,53,NA,65,60,56
Listeria swaminathanii,53,NA,75,74,97,91,67
Enterococcus faecalis,35171,30529,37007,32821,36858,37960,39872
Limosilactobacillus fermentum,17292,14330,16662,20466,28259,26678,31557
Salmonella enterica,52354,54950,48510,36347,43566,42649,48911
Salmonella bongori,69,208,51,NA,NA,NA,NA
Escherichia coli,43893,40882,38171,28198,32665,29381,34548
Escherichia albertii,92,64,64,48,54,NA,NA
Escherichia marmotae,57,NA,NA,NA,NA,NA,NA
Escherichia fergusonii,80,NA,NA,NA,NA,NA,NA
Shigella flexneri,1773,1956,NA,NA,NA,NA,NA
Shigella dysenteriae,183,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,22887,23232,17858,16798,28391,25768,32482
Cryptococcus neoformans,8016,6172,8945,6683,5252,4819,5583
Saccharomyces cerevisiae,5881,6675,5952,4964,5446,5367,5856
Homo sapiens,65,48,77,53,77,79,86
