species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,14591,8656,10377,7149,9629,8106,8701
Staphylococcus aureus,8091,4543,6905,5267,9828,8936,8725
Listeria monocytogenes,7566,4277,6344,5544,9933,8507,8718
Enterococcus faecalis,11011,6408,9284,6557,9448,8493,8503
Limosilactobacillus fermentum,5594,2705,3735,4443,6485,5326,6102
Salmonella enterica,19414,10313,12264,8319,10765,9871,10751
Escherichia coli,11656,8164,7112,5330,6948,4294,5364
Pseudomonas aeruginosa,7328,4142,3646,3855,6171,4574,5936
Cryptococcus neoformans,2286,1053,1729,1278,1063,876,972
Saccharomyces cerevisiae,1584,1150,1251,838,1131,925,1013
