Sample	BP	Sh	F	Si	ISi
BR1_S10	0.17776904948939512	2.364201298101327	3.2046397182980826	0.8776587947461247	8.17386094836044
BR2_S11	0.5104309504713117	1.0859677491169104	0.6626669956349007	0.6204107591348835	2.6344266178907345
BR3_S12	0.8661170902984505	0.7305395542828919	3.982259846691546	0.24709544792933602	1.328189605508116
BS1_S1	0.5622895622895623	1.0825233601475948	0.653441930756749	0.6001911001911002	2.501194947080915
BS2_S2	0.5398773006134969	1.0784041855455546	0.7410117980133817	0.6031962432780429	2.5201374308074063
BS3_S3	0.5853658536585366	0.6785008770139085	0.3699942812509213	0.49141824751580854	1.966252220248668
DR1_S13	0.600523316562618	0.9647007924413282	2.2121813957012697	0.529702573835769	2.1263139969870757
DR2_S14	0.5600367074971073	1.6293231816909015	3.00830070572393	0.653406597365478	2.885225143926027
DR3_S15	0.442213633001694	1.409926359900677	4.585442061810401	0.6301225848162935	2.703598432749216
DS1_S4	0.7058212058212058	0.9799501641266697	1.0221747750613002	0.4681107906914359	1.8800907830034046
DS2_S5	0.6170903190914008	1.4330081007292266	2.231891367163862	0.5855464168065574	2.4128154286779537
DS3_S6	0.7879656160458453	0.6342741050631537	0.45093885184348875	0.35171096400223956	1.5425218451534242
LR1_S16	0.8729842950817701	0.7019261624885306	7.161816794630154	0.23574394286780498	1.308461988188113
LR2_S17	0.8983068503249276	0.589507683782069	5.260980093115439	0.19129031880027403	1.2365376886752408
LR3_S18	0.9501017633386118	0.3590495814680143	13.105972846877988	0.09708964232458817	1.1075296583977066
LS1_S7	0.9398693608448813	0.41343992057524437	6.204482361574325	0.11630753236950275	1.1316153940763645
LS2_S8	0.9348418421699582	0.42739797497870075	6.209322140526023	0.12547296815575848	1.1434752312814798
LS3_S9	0.9351004274312517	0.43734891005002363	6.496438299020021	0.12513085232130106	1.1430280775740147
NR1_S22	0.4886449659348978	1.2873218670448432	1.0175118560039726	0.6593484047775127	2.9355506154224154
NR2_S23	0.365132809577254	1.4135220370982766	1.1888741081643504	0.7142995628600035	3.500169653258139
NR3_S24	0.2367758186397985	2.1527382805956883	2.095468126096912	0.8591964989949876	7.102096132996024
