species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Pseudomonas entomophila,1,1,NA,NA,NA,NA,NA
Pseudomonas denitrificans (nom. rej.),1,NA,NA,NA,NA,NA,NA
Stutzerimonas decontaminans,1,NA,NA,NA,NA,NA,NA
Vibrio anguillarum,2,NA,1,1,NA,2,5
Vibrio cholerae,1,NA,NA,NA,NA,NA,NA
Aeromonas sp. ASNIH4,1,NA,NA,NA,NA,NA,NA
Immundisolibacter cernigliae,1,NA,NA,NA,NA,NA,NA
Marichromatium purpuratum,1,NA,NA,NA,NA,NA,NA
Burkholderia multivorans,18,10,9,9,12,7,7
Achromobacter xylosoxidans,1,NA,NA,NA,NA,NA,NA
Deefgea tanakiae,1,NA,NA,NA,2,NA,NA
Lichenicola cladoniae,1,NA,NA,NA,NA,NA,NA
Candidatus Gromoviella agglomerans,1,NA,NA,NA,NA,NA,NA
Campylobacter hominis,3,NA,3,NA,1,2,3
Phocaeicola vulgatus,1,NA,NA,NA,NA,2,NA
Fibrobacter succinogenes,1,NA,NA,NA,NA,NA,NA
Homo sapiens,9,6,9,5,12,11,12
Methanosphaera stadtmanae,1,NA,NA,NA,NA,NA,NA
