species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Bacillus spizizenii,25627,18188,20086,14475,18981,16463,17583
Bacillus velezensis,78,NA,48,NA,113,21,161
Bacillus amyloliquefaciens,40,14,13,13,NA,33,239
Bacillus siamensis,4,NA,NA,NA,NA,NA,NA
Bacillus subtilis,1180,1074,955,606,1245,1128,675
Bacillus inaquosorum,84,51,61,40,57,42,48
Bacillus halotolerans,38,29,43,32,33,25,26
Bacillus mojavensis,3,4,NA,4,NA,10,3
Bacillus vallismortis,57,36,47,21,50,41,31
Bacillus tequilensis,12,10,17,6,3,1,8
Bacillus atrophaeus,10,1,9,5,11,3,4
Bacillus stercoris,33,34,NA,NA,6,30,23
Bacillus paralicheniformis,3,NA,NA,NA,4,NA,NA
Bacillus sp. FSL R5-0523,10,6,18,NA,NA,5,NA
Bacillus sp. FSL R5-0560,4,NA,5,NA,NA,NA,NA
Bacillus sp. FSL K6-1003,4,NA,NA,NA,NA,4,NA
Bacillus sp. PS196,18,23,NA,NA,NA,20,NA
Bacillus sp. HNA3,318,NA,373,NA,NA,NA,686
Bacillus sp. FSL K6-1012,9,NA,21,11,10,NA,NA
Bacillus cereus,42,75,44,78,45,49,28
Bacillus thuringiensis,5,NA,NA,13,NA,NA,NA
Bacillus rugosus,31,16,15,14,11,25,14
Bacillus cabrialesii,11,5,13,6,7,5,11
Bacillus pumilus,3,4,2,2,2,NA,NA
Bacillus glycinifermentans,2,NA,NA,NA,NA,NA,NA
Priestia koreensis,1,NA,NA,NA,NA,NA,NA
Priestia megaterium,1,NA,1,1,NA,NA,NA
Lysinibacillus sphaericus,1,NA,NA,NA,NA,NA,NA
Rossellomorea marisflavi,1,NA,1,NA,NA,NA,NA
Staphylococcus aureus,14885,9705,13872,11160,20139,19023,17770
Staphylococcus sp. MZ8,130,NA,NA,NA,NA,NA,147
Staphylococcus argenteus,16,8,14,13,19,16,19
Staphylococcus schweitzeri,14,2,5,9,11,10,13
Staphylococcus warneri,2,1,NA,3,NA,1,1
Staphylococcus agnetis,2,1,NA,1,1,2,1
Staphylococcus capitis,2,NA,NA,NA,2,2,NA
Staphylococcus simiae,2,1,3,NA,4,5,NA
Staphylococcus epidermidis,1,3,6,4,5,6,2
Staphylococcus shinii,1,NA,NA,NA,NA,NA,NA
Staphylococcus equorum,2,NA,3,NA,NA,3,NA
Staphylococcus hominis,1,NA,NA,NA,1,1,NA
Staphylococcus gallinarum,1,1,1,NA,NA,2,NA
Staphylococcus massiliensis,1,NA,NA,NA,1,NA,NA
Staphylococcus lugdunensis,1,1,NA,1,NA,1,4
Staphylococcus kloosii,1,NA,NA,NA,NA,NA,1
Staphylococcus croceilyticus,8,NA,NA,NA,NA,NA,NA
Listeria monocytogenes,14223,9649,11997,12050,20328,18472,18937
Listeria innocua,97,29,140,202,99,307,202
Listeria swaminathanii,14,8,19,14,24,14,16
Listeria welshimeri,11,3,10,7,13,8,13
Listeria seeligeri,14,6,5,11,13,7,7
Listeria ivanovii,3,8,10,11,11,13,11
Listeria weihenstephanensis,2,NA,1,NA,2,NA,1
Paenibacillus sp. FSL W8-0194,4,7,5,1,1,2,4
Paenibacillus polymyxa,1,NA,NA,NA,NA,NA,NA
Enterococcus faecalis,20820,14231,19171,14341,19332,18276,18745
Candidatus Enterococcus dunnyi,4,2,NA,NA,1,4,3
Enterococcus sp. DIV0212c,2,1,3,1,2,2,2
Enterococcus sp. DIV0849a,1,NA,1,1,NA,1,1
Enterococcus faecium,3,8,NA,NA,NA,NA,NA
Enterococcus saccharolyticus,1,NA,NA,NA,NA,NA,NA
Enterococcus cecorum,1,NA,3,2,NA,3,NA
Enterococcus raffinosus,1,1,1,1,1,NA,1
Candidatus Enterococcus clewellii,1,NA,1,NA,1,2,NA
Candidatus Enterococcus lemimoniae,1,NA,NA,NA,NA,1,NA
Enterococcus saigonensis,1,1,NA,NA,NA,1,2
Enterococcus durans,1,1,1,NA,1,1,NA
Vagococcus lutrae,1,1,NA,NA,NA,1,NA
Limosilactobacillus fermentum,10288,6096,7936,9265,13937,11720,13637
Limosilactobacillus mucosae,1,NA,NA,NA,2,NA,1
Lactiplantibacillus plantarum,5,NA,2,1,NA,4,2
Ligilactobacillus murinus,1,NA,1,NA,NA,NA,NA
Ligilactobacillus agilis,1,NA,NA,NA,NA,NA,NA
Pediococcus pentosaceus,1,NA,NA,NA,NA,NA,NA
Nicoliella spurrieriana,1,NA,NA,NA,NA,NA,NA
Streptococcus thermophilus,2,NA,NA,NA,NA,NA,NA
Clostridioides difficile,3,NA,NA,NA,NA,NA,NA
Anaerostipes hadrus,1,NA,NA,NA,NA,NA,NA
Clostridium baratii,1,NA,NA,NA,NA,NA,NA
Natroniella sp. ANB-PHB2,1,NA,NA,NA,NA,NA,NA
Actinomyces oris,22,11,16,9,17,13,8
Corynebacterium guangdongense,1,NA,NA,NA,NA,NA,NA
Corynebacterium kefirresidentii,1,NA,NA,NA,NA,NA,NA
Corynebacterium timonense,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium moriokaense,1,NA,NA,1,NA,NA,NA
Streptomyces anulatus,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00191,1,NA,NA,NA,NA,NA,NA
Streptosporangium sp. 'caverna',1,NA,NA,NA,NA,NA,NA
Salmonella enterica,34041,22099,24499,17270,22044,19464,21499
Salmonella sp. SSDFZ54,67,NA,NA,NA,NA,NA,NA
Salmonella sp. HY31,5,NA,NA,NA,6,NA,NA
Salmonella bongori,21,8,15,5,4,648,7
Escherichia coli,21350,18856,16086,10824,15230,10875,14445
Escherichia sp. E4742,18,5,14,4,6,2,1
Escherichia sp. KS167_9B,24,NA,NA,NA,19,NA,23
Escherichia sp. F1,12,NA,11,NA,12,NA,NA
Escherichia albertii,28,36,17,10,8,7,8
Escherichia fergusonii,20,14,19,72,12,13,6
Escherichia marmotae,12,7,8,3,2,7,3
Shigella flexneri,2104,1464,669,949,692,995,231
Shigella dysenteriae,133,62,73,80,33,46,65
Shigella boydii,142,55,44,91,119,113,156
Shigella sonnei,11,NA,NA,NA,25,42,14
Klebsiella pneumoniae,46,30,26,11,14,26,23
Klebsiella oxytoca,1,1,NA,1,1,1,1
Klebsiella aerogenes,1,1,3,NA,2,NA,NA
Citrobacter portucalensis,7,6,NA,2,NA,NA,NA
Citrobacter werkmanii,5,2,NA,NA,2,NA,NA
Citrobacter braakii,13,5,3,3,NA,NA,4
Citrobacter freundii complex sp. CFNIH2,1,NA,NA,NA,1,NA,1
Citrobacter sp. RHB35-C17,5,NA,NA,NA,NA,NA,NA
Citrobacter sp. R56,1,1,1,2,NA,NA,NA
Citrobacter sp. RHB25-C09,1,1,NA,NA,1,NA,1
Citrobacter enshiensis,2,1,NA,NA,NA,1,NA
Citrobacter tructae,1,NA,2,1,NA,NA,2
Citrobacter koseri,1,NA,NA,3,NA,1,1
Enterobacter asburiae,9,NA,4,NA,4,6,NA
Enterobacter cloacae complex sp.,1,NA,NA,NA,NA,NA,NA
Enterobacter cloacae complex sp. Mu1197,1,NA,NA,NA,NA,NA,NA
Enterobacter cloacae,4,4,2,NA,2,1,1
Enterobacter roggenkampii,1,NA,NA,NA,NA,NA,NA
Enterobacter kobei,2,NA,NA,NA,NA,2,NA
Enterobacter hormaechei,3,3,7,NA,6,NA,10
Enterobacter sp. 638,4,2,1,NA,2,NA,2
Enterobacter sp. ECC-175,1,NA,NA,NA,NA,NA,NA
Enterobacter soli,1,1,1,NA,NA,NA,NA
Enterobacter bugandensis,1,1,NA,NA,NA,NA,NA
Enterobacter mori,1,NA,1,NA,NA,NA,NA
Leclercia adecarboxylata,5,1,2,2,NA,NA,NA
Leclercia sp. W17,2,NA,NA,NA,NA,NA,NA
Leclercia pneumoniae,1,1,NA,NA,NA,NA,NA
Kluyvera ascorbata,4,NA,NA,NA,1,NA,NA
Kluyvera sichuanensis,1,NA,NA,NA,NA,NA,NA
Kluyvera intermedia,1,1,NA,NA,NA,1,NA
Kosakonia sacchari,2,1,NA,NA,NA,NA,NA
Kosakonia oryzendophytica,1,1,NA,NA,NA,NA,NA
Kosakonia cowanii,1,1,NA,NA,NA,NA,NA
Yokenella regensburgei,4,NA,NA,NA,1,NA,1
Buttiauxella sp. WJP83,2,NA,NA,NA,1,NA,NA
Buttiauxella selenatireducens,1,NA,NA,NA,NA,NA,NA
Phytobacter ursingii,2,NA,NA,NA,NA,NA,1
Pseudocitrobacter corydidari,2,NA,NA,NA,1,NA,NA
Pseudescherichia vulneris,1,1,1,NA,NA,1,1
Lelliottia sp. JS-SCA-14,1,NA,NA,NA,NA,1,2
Trabulsiella odontotermitis,1,1,NA,NA,NA,NA,NA
Cronobacter sakazakii,1,2,2,NA,NA,NA,NA
Superficieibacter sp. BNK-5,1,1,1,NA,2,NA,NA
Siccibacter colletis,1,NA,NA,NA,1,NA,NA
Scandinavium goeteborgense,1,1,NA,NA,NA,NA,1
Atlantibacter hermannii,1,1,NA,1,NA,NA,1
Jejubacter calystegiae,1,NA,NA,NA,1,NA,1
secondary endosymbiont of Trabutina mannipara,1,NA,NA,NA,NA,NA,NA
Erwinia sp. HDF1-3R,1,NA,NA,NA,NA,NA,NA
Erwinia pyrifoliae,1,NA,NA,NA,1,NA,NA
Paramixta manurensis,1,NA,NA,NA,NA,NA,NA
Pectobacterium versatile,1,NA,NA,NA,NA,NA,NA
Arsenophonus endosymbiont of Crataerina pallida,1,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,13232,9700,7985,7849,13601,10748,13678
Pseudomonas citronellolis,3,NA,NA,NA,2,2,NA
Pseudomonas paraeruginosa,8,NA,NA,4,NA,NA,NA
Pseudomonas sp. CIP-10,361,53,153,173,80,72,121
Pseudomonas sp. PLMAX,2,NA,NA,NA,NA,NA,NA
Pseudomonas sp. NY8938,12,NA,NA,NA,NA,NA,NA
Pseudomonas sp. FP2196,1,NA,NA,NA,NA,NA,NA
Pseudomonas fluorescens,1,1,NA,NA,1,3,NA
Pseudomonas trivialis,1,NA,1,NA,NA,1,NA
Pseudomonas canadensis,1,NA,NA,NA,NA,NA,NA
Pseudomonas grandcourensis,1,NA,NA,NA,NA,NA,NA
Pseudomonas monachiensis,1,NA,NA,NA,NA,NA,NA
Pseudomonas kielensis,1,NA,NA,NA,NA,NA,NA
Pseudomonas cremoricolorata,1,NA,NA,NA,NA,NA,NA
Pseudomonas extremaustralis,1,NA,NA,NA,NA,NA,NA
Pseudomonas simiae,1,NA,NA,NA,NA,NA,NA
