Sample	BP	Sh	F	Si	ISi
A01_S1	0.8374335373754523	0.9672168233547763	5.150017343778476	0.29688426148921165	1.422240955831849
A02_S2	0.7510710108604846	1.0870057398546011	2.450144844023604	0.42316816931383694	1.7336075209484583
A03_S3	0.9254691174353313	0.40881010912894017	1.7852878624841564	0.14223961302677657	1.1658267450758564
A04_S4	0.7518331516863512	1.0663322848514698	2.0754454953102743	0.4235953700377132	1.7348923794477993
A05_S5	0.8633367469683669	0.7903244852533335	3.6912204763033905	0.2530226256960407	1.3387286340925784
A06_S6	0.7820917924006635	0.9180693866655557	1.1735074514483284	0.3788651845598927	1.6099564460759561
A07_S7	0.8764000327014938	0.6010078054212965	2.3834020272567753	0.2271308600913171	1.2938800999586468
A08_S8	0.8266211870695603	0.7797258771403972	1.6156657317540597	0.30992585414611185	1.4491196431690887
A09_S9	0.5080247330120362	1.3138203356991123	2.211965493043742	0.6456320406630138	2.8219255540793693
A10_S10	0.44713540442731586	1.698858373134469	3.0484082354333863	0.7035976307614282	3.3737921952813683
A11_S11	0.9460798847896988	0.3386537512097474	2.1023830247579074	0.10453217595232378	1.1167347091041413
A12_S12	0.8746594005449592	0.6383197626554548	2.323169449979274	0.23151233811003236	1.3012570657812075
B01_S13	0.7340047538533166	1.157661463309382	3.4779479814010066	0.44620917166260043	1.8057359364405101
B02_S14	0.5128170323387382	1.1970064172062376	2.337187387526945	0.6101110788891679	2.5648330738685807
B04_S16	0.4608940912270696	1.2319973587400774	2.0700835530828714	0.6144750789827733	2.5938660394805355
B05_S17	0.3777952341845496	1.652040087195474	3.47521740071539	0.7442282177262673	3.9097354333238274
B06_S18	0.752643192488263	0.9518433898364429	4.76267873743708	0.40469007306719484	1.6797972866877353
B07_S19	0.6	0.6730116670092565	0.3166243935006459	0.48275862068965514	1.9333333333333331
B08_S20	0.516201172495044	1.1970130338645102	2.363251493867059	0.6124539526425329	2.5803385347847807
B09_S21	0.5406655134082732	1.2067732604770676	3.0400015470963853	0.6030747920088748	2.519366318559337
B10_S22	0.4281245246874756	1.1980457380334169	1.5004868087405565	0.6420292889603922	2.7935246352860266
B11_S23	0.6084138441473519	1.1148370200483375	4.1380520068517175	0.5364931558176131	2.157465445335488
B12_S24	0.5400878671900958	1.198017002598397	2.3966175986726217	0.5883189505651985	2.4290649311473134
Blank_S38	0.6523984796616131	1.0345259200763077	1.2209498137669488	0.5248735952546129	2.1047030643053493
C01_S25	0.9271304132347158	0.40693748315528816	1.726286305059452	0.1391474593730958	1.1616391342375125
C02_S26	0.5285206801697679	1.5642123575235147	2.015487447582511	0.6699171552530496	3.02954247975724
C03_S27	0.09821660462297636	3.4552052181835764	5.912632400322917	0.9572789389740581	23.407658330226404
C05_S29	0.7570647700652132	1.0057451181008397	2.362585877972184	0.41109599533841046	1.6980696209981532
C06_S30	0.7101459310679108	1.3103168042059494	3.414974297972505	0.48455022794827596	1.9400532393671377
C07_S31	1.0	-0.0	0.0836316687489933	0.0	1.0
C08_S32	0.6532249855800224	0.9299712641573888	0.844093919928336	0.5026999257767821	2.010858336512414
C09_S33	0.5981436478283677	1.1695985820240737	1.3455371677307857	0.5756342789464646	2.3564580040003893
C10_S34	0.7512937290425905	0.8764776579979696	0.8571856409936588	0.41198320439170577	1.7006316953336607
C11_S35	0.21200889547813195	3.2302841882390805	7.82565145948766	0.9196969131561585	12.45282142073336
C12_S36	0.5299632699612943	1.64083246718911	2.5246944992895815	0.6630349057209288	2.9676664348260644
ENC_S37	0.9785942100098135	0.12645027583018162	0.37448281247294646	0.04219614932066962	1.0440551051144153
